"","artist_id","artist","image","genres","popularity","link","followers","id","image_url"
"1625","6cEuCEZu7PAE9ZSzLLc2oQ","R3HAB","6cEuCEZu7PAE9ZSzLLc2oQ.png","['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",80,"https://api.spotify.com/v1/artists/6cEuCEZu7PAE9ZSzLLc2oQ",2311857,"1k9m3XxgQRnEiDAg1A_539JnEmoNU_waf","https://drive.google.com/file/d/1k9m3XxgQRnEiDAg1A_539JnEmoNU_waf"
"1626","2IBPIcSkvQZyoaVfoyZKE8","Guy","2IBPIcSkvQZyoaVfoyZKE8.png","['contemporary r&b', 'funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",52,"https://api.spotify.com/v1/artists/2IBPIcSkvQZyoaVfoyZKE8",575716,"1dtlsiR1-7vh28YottBfFc2ZrKXptdBvq","https://drive.google.com/file/d/1dtlsiR1-7vh28YottBfFc2ZrKXptdBvq"
"1627","73KwO09942aGUnNO7bZiGa","Sherrié Austin","73KwO09942aGUnNO7bZiGa.png","['country', 'country dawn']",21,"https://api.spotify.com/v1/artists/73KwO09942aGUnNO7bZiGa",29075,"11GXDV0M7bT5JAtLGmo6IoGXPkamPMxls","https://drive.google.com/file/d/11GXDV0M7bT5JAtLGmo6IoGXPkamPMxls"
"1628","1FvjvACFvko2Z91IvDljrx","Mick Jenkins","1FvjvACFvko2Z91IvDljrx.png","['chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'rap', 'underground hip hop']",66,"https://api.spotify.com/v1/artists/1FvjvACFvko2Z91IvDljrx",519935,"1AwVQQCjoQJ5UVul4rj7-7tL2NDi1QNMB","https://drive.google.com/file/d/1AwVQQCjoQJ5UVul4rj7-7tL2NDi1QNMB"
"1629","3tLYpanVDomWAZqF82NPds","Vigiland","3tLYpanVDomWAZqF82NPds.png","['dance pop', 'edm', 'electronic trap', 'pop dance', 'pop rap', 'tropical house']",66,"https://api.spotify.com/v1/artists/3tLYpanVDomWAZqF82NPds",263027,"1utVK1_nFil7jM5tByRbPPrSA0E7B_1Qk","https://drive.google.com/file/d/1utVK1_nFil7jM5tByRbPPrSA0E7B_1Qk"
"1630","1hckaudcoOzWyeRIlrOksc","Kelly Osbourne","1hckaudcoOzWyeRIlrOksc.png","['dance pop']",36,"https://api.spotify.com/v1/artists/1hckaudcoOzWyeRIlrOksc",24352,"1WW7y5mtd_0vaUPbV76BWyR2IBev9S_uX","https://drive.google.com/file/d/1WW7y5mtd_0vaUPbV76BWyR2IBev9S_uX"
"1631","5dMnvpYEfXvSexjwnSRH5n","RaeLynn","5dMnvpYEfXvSexjwnSRH5n.png","['contemporary country', 'country', 'country pop', 'deep talent show']",60,"https://api.spotify.com/v1/artists/5dMnvpYEfXvSexjwnSRH5n",394387,"1IpOgbsxlwIL6zN9wWqlT5zbIvcM0xLwF","https://drive.google.com/file/d/1IpOgbsxlwIL6zN9wWqlT5zbIvcM0xLwF"
"1632","4WN5naL3ofxrVBgFpguzKo","Rudimental","4WN5naL3ofxrVBgFpguzKo.png","['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",73,"https://api.spotify.com/v1/artists/4WN5naL3ofxrVBgFpguzKo",1315395,"1QZMJo1bAjFasWQXZPLD_ZusCA-UrPEoH","https://drive.google.com/file/d/1QZMJo1bAjFasWQXZPLD_ZusCA-UrPEoH"
"1633","0zCyco6JHJv7zKHbyMmsut","King Tee","0zCyco6JHJv7zKHbyMmsut.png","['gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'west coast rap']",45,"https://api.spotify.com/v1/artists/0zCyco6JHJv7zKHbyMmsut",53723,"18jJ_Qo5IWJQxlaJPxImpbYmZv703nEnk","https://drive.google.com/file/d/18jJ_Qo5IWJQxlaJPxImpbYmZv703nEnk"
"1634","1C6G15UmVQMDGpYbdsf1Oi","Lord Finesse","1C6G15UmVQMDGpYbdsf1Oi.png","['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz boom bap', 'turntablism']",51,"https://api.spotify.com/v1/artists/1C6G15UmVQMDGpYbdsf1Oi",89515,"1b5YyrMfTmJSsSQPJz1jA_4TGIWwLyelh","https://drive.google.com/file/d/1b5YyrMfTmJSsSQPJz1jA_4TGIWwLyelh"
"1635","5Jz9kKRnCRLTodCH58MyB4","Daz Dillinger","5Jz9kKRnCRLTodCH58MyB4.png","['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap', 'west coast trap']",66,"https://api.spotify.com/v1/artists/5Jz9kKRnCRLTodCH58MyB4",213185,"1qn-cc_W8560Etgy0y9eznMluBufP8GtT","https://drive.google.com/file/d/1qn-cc_W8560Etgy0y9eznMluBufP8GtT"
