id,track,artist_id,artist,album_id,album,release_date,link,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,genre
6qc34bnVOyqGDPni8H5W0U,Amazed,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,7ykiOoPC4GLrVYSDVdDGq2,Lonely Grill,1999,https://api.spotify.com/v1/tracks/6qc34bnVOyqGDPni8H5W0U,0.561,0.543,1,-8.498,1,0.0324,0.26,0.0,0.124,0.243,139.803,audio_features,spotify:track:6qc34bnVOyqGDPni8H5W0U,https://api.spotify.com/v1/tracks/6qc34bnVOyqGDPni8H5W0U,https://api.spotify.com/v1/audio-analysis/6qc34bnVOyqGDPni8H5W0U,240867,4,country
3EUl8M6SzxZl03NPkB8mUd,Neon Moon,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,1ZXM9jY3Bsg12KXgwftBrO,#1s ... and then some,2009-09-08,https://api.spotify.com/v1/tracks/3EUl8M6SzxZl03NPkB8mUd,0.698,0.632,9,-6.508,1,0.0247,0.554,0.0,0.118,0.458,102.408,audio_features,spotify:track:3EUl8M6SzxZl03NPkB8mUd,https://api.spotify.com/v1/tracks/3EUl8M6SzxZl03NPkB8mUd,https://api.spotify.com/v1/audio-analysis/3EUl8M6SzxZl03NPkB8mUd,263760,4,country
7lUE02KHkZM44BZgjCaWRO,Meet In the Middle,0svyIX7Xu3DVMkrOtB88i6,Diamond Rio,5zpRuHrOSBkOrop2DJvBcr,Diamond Rio,1991-07-01,https://api.spotify.com/v1/tracks/7lUE02KHkZM44BZgjCaWRO,0.746,0.443,4,-11.305,1,0.0359,0.663,0.0,0.223,0.554,91.11,audio_features,spotify:track:7lUE02KHkZM44BZgjCaWRO,https://api.spotify.com/v1/tracks/7lUE02KHkZM44BZgjCaWRO,https://api.spotify.com/v1/audio-analysis/7lUE02KHkZM44BZgjCaWRO,198333,4,country
2ulBBx6YQ3qY3ci34RadtN,She's In Love With The Boy - Single Version,3XlIhgydjvC4EniPFZT20j,Trisha Yearwood,6US5XlX7w7nL9pRE0F5jeI,Trisha Yearwood,1991-01-01,https://api.spotify.com/v1/tracks/2ulBBx6YQ3qY3ci34RadtN,0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996,audio_features,spotify:track:2ulBBx6YQ3qY3ci34RadtN,https://api.spotify.com/v1/tracks/2ulBBx6YQ3qY3ci34RadtN,https://api.spotify.com/v1/audio-analysis/2ulBBx6YQ3qY3ci34RadtN,248200,4,country
3oW6SWwGqiZSPTiAp7ZQoH,It's A Great Day To Be Alive,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,2ewYJg5AuA9bXWrvOs1mtB,Down The Road I Go,2000-10-01,https://api.spotify.com/v1/tracks/3oW6SWwGqiZSPTiAp7ZQoH,0.595,0.653,7,-4.935,1,0.0265,0.246,0.0,0.264,0.542,128.93,audio_features,spotify:track:3oW6SWwGqiZSPTiAp7ZQoH,https://api.spotify.com/v1/tracks/3oW6SWwGqiZSPTiAp7ZQoH,https://api.spotify.com/v1/audio-analysis/3oW6SWwGqiZSPTiAp7ZQoH,241533,4,country
0158TMiGmHyibaDeaUKayX,She Won't Be Lonely Long,4MPkNgar5uTd8Sqvrr7par,Clay Walker,6dOT94cdPmoPv4ddHHeuo1,She Won't Be Lonely Long,2010-06-08,https://api.spotify.com/v1/tracks/0158TMiGmHyibaDeaUKayX,0.635,0.758,7,-5.772,1,0.0243,0.00643,0.0,0.229,0.322,113.002,audio_features,spotify:track:0158TMiGmHyibaDeaUKayX,https://api.spotify.com/v1/tracks/0158TMiGmHyibaDeaUKayX,https://api.spotify.com/v1/audio-analysis/0158TMiGmHyibaDeaUKayX,209253,4,country
0MjT9xQqJrQlNrkWKZgFbQ,I'm Alright,3ltFy7g6KKQPPttsdOMlq3,Jo Dee Messina,4UuS4hlOMP5akz21glTQCL,I'm Alright,1998-03-17,https://api.spotify.com/v1/tracks/0MjT9xQqJrQlNrkWKZgFbQ,0.676,0.733,0,-7.745,1,0.0294,0.191,0.0,0.192,0.591,98.234,audio_features,spotify:track:0MjT9xQqJrQlNrkWKZgFbQ,https://api.spotify.com/v1/tracks/0MjT9xQqJrQlNrkWKZgFbQ,https://api.spotify.com/v1/audio-analysis/0MjT9xQqJrQlNrkWKZgFbQ,199040,3,country
0NLBwQBYJhEM9t3KAMPFVR,Sold (The Grundy County Auction Incident),7mPcfx7PhnBh6n4HMCd61A,John Michael Montgomery,5UPjyfi3zD7Oak7frjH8zk,John Michael Montgomery,1995-03-17,https://api.spotify.com/v1/tracks/0NLBwQBYJhEM9t3KAMPFVR,0.771,0.848,2,-7.365,1,0.035,0.108,0.0,0.35,0.803,115.642,audio_features,spotify:track:0NLBwQBYJhEM9t3KAMPFVR,https://api.spotify.com/v1/tracks/0NLBwQBYJhEM9t3KAMPFVR,https://api.spotify.com/v1/audio-analysis/0NLBwQBYJhEM9t3KAMPFVR,152187,4,country
1ipcb9qXpSHWhSUvdxJhsx,"Forever and Ever, Amen",1pTuR132U5b4Rizal2Pr7m,Randy Travis,28ZWOeiZ8l4Uydl3hZjvgv,Always & Forever,1987-05-04,https://api.spotify.com/v1/tracks/1ipcb9qXpSHWhSUvdxJhsx,0.677,0.724,2,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,audio_features,spotify:track:1ipcb9qXpSHWhSUvdxJhsx,https://api.spotify.com/v1/tracks/1ipcb9qXpSHWhSUvdxJhsx,https://api.spotify.com/v1/audio-analysis/1ipcb9qXpSHWhSUvdxJhsx,212640,4,country
7Efs0OIW6zgQyH7ehKZYpN,You're Gonna Miss This,79FMDwzZQxHgSkIYBl3ODU,Trace Adkins,3Ayxk9tKhpAE9gffRUWfDi,American Man: Greatest Hits Vol. II,2007-12-04,https://api.spotify.com/v1/tracks/7Efs0OIW6zgQyH7ehKZYpN,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997,audio_features,spotify:track:7Efs0OIW6zgQyH7ehKZYpN,https://api.spotify.com/v1/tracks/7Efs0OIW6zgQyH7ehKZYpN,https://api.spotify.com/v1/audio-analysis/7Efs0OIW6zgQyH7ehKZYpN,224960,4,country
0PsBdKWnOQGMo9smobflvy,Bubba Shot The Jukebox,2cNV8vNe2fPFf6OfGOBbSS,Mark Chesnutt,3GAq1vI6aQ5gZu53e8DZFy,Longnecks & Short Stories,1992-01-01,https://api.spotify.com/v1/tracks/0PsBdKWnOQGMo9smobflvy,0.544,0.648,7,-8.454,1,0.0549,0.307,0.0,0.0843,0.866,165.484,audio_features,spotify:track:0PsBdKWnOQGMo9smobflvy,https://api.spotify.com/v1/tracks/0PsBdKWnOQGMo9smobflvy,https://api.spotify.com/v1/audio-analysis/0PsBdKWnOQGMo9smobflvy,185840,4,country
3Q9t1A12iUemHTAWnH7PjD,Watermelon Crawl,0xxJO75NeIAF5jYruLYIDT,Tracy Byrd,53g8c9eM74nQkKXDEE5tlu,No Ordinary Man,1994-01-01,https://api.spotify.com/v1/tracks/3Q9t1A12iUemHTAWnH7PjD,0.759,0.723,0,-9.315,1,0.028,0.173,0.0,0.179,0.962,136.746,audio_features,spotify:track:3Q9t1A12iUemHTAWnH7PjD,https://api.spotify.com/v1/tracks/3Q9t1A12iUemHTAWnH7PjD,https://api.spotify.com/v1/audio-analysis/3Q9t1A12iUemHTAWnH7PjD,181973,4,country
3aKAdHDxhYu2gpbQMYSEkv,"Love, Me",4AwLiAGc1rRLrCepj5rdTI,Collin Raye,51cpglyLFyspqTWeCGa38u,Love Songs,1991,https://api.spotify.com/v1/tracks/3aKAdHDxhYu2gpbQMYSEkv,0.6,0.242,0,-12.63,1,0.031,0.697,0.0,0.128,0.3,106.616,audio_features,spotify:track:3aKAdHDxhYu2gpbQMYSEkv,https://api.spotify.com/v1/tracks/3aKAdHDxhYu2gpbQMYSEkv,https://api.spotify.com/v1/audio-analysis/3aKAdHDxhYu2gpbQMYSEkv,231627,4,country
60w5eL1G4Or7LlTSrR5r8a,Pickup Man,3THMgU4KdL7LlO5TEREs2g,Joe Diffie,3DbH9awNYiSTpvyCNqxdkl,Third Rock From The Sun,1994-07-26,https://api.spotify.com/v1/tracks/60w5eL1G4Or7LlTSrR5r8a,0.713,0.692,7,-8.554,1,0.0365,0.432,0.0,0.271,0.884,140.561,audio_features,spotify:track:60w5eL1G4Or7LlTSrR5r8a,https://api.spotify.com/v1/tracks/60w5eL1G4Or7LlTSrR5r8a,https://api.spotify.com/v1/audio-analysis/60w5eL1G4Or7LlTSrR5r8a,216200,4,country
2oyS4THTUzUxT2lnHGzzIr,She Don't Know She's Beautiful,3tkZthBATD0S45hm1DmB2O,Sammy Kershaw,30ORdfQ1Movxqmpf3qkrMQ,Haunted Heart,1993-03-09,https://api.spotify.com/v1/tracks/2oyS4THTUzUxT2lnHGzzIr,0.764,0.646,9,-9.424,1,0.0302,0.367,0.0,0.0849,0.877,116.141,audio_features,spotify:track:2oyS4THTUzUxT2lnHGzzIr,https://api.spotify.com/v1/tracks/2oyS4THTUzUxT2lnHGzzIr,https://api.spotify.com/v1/audio-analysis/2oyS4THTUzUxT2lnHGzzIr,174627,4,country
2TIEeLrOQrGnO2D2OeDDJu,Time Marches On,2BQVRw9md4UKcGUrDXABCD,Tracy Lawrence,5zSPDpefI09DHOSdQLJTW6,Time Marches On,1996-01-02,https://api.spotify.com/v1/tracks/2TIEeLrOQrGnO2D2OeDDJu,0.856,0.517,6,-9.232,0,0.0293,0.563,0.000164,0.144,0.479,118.399,audio_features,spotify:track:2TIEeLrOQrGnO2D2OeDDJu,https://api.spotify.com/v1/tracks/2TIEeLrOQrGnO2D2OeDDJu,https://api.spotify.com/v1/audio-analysis/2TIEeLrOQrGnO2D2OeDDJu,185360,4,country
4etE2X6t7GmyiuYLIdI8H5,Redneck Yacht Club,6ktyNEnEukKzskQEiXgCFD,Craig Morgan,4ovUdHrbzwtbtKMyU997Hl,My Kind Of Livin',2005-03-08,https://api.spotify.com/v1/tracks/4etE2X6t7GmyiuYLIdI8H5,0.49,0.817,8,-5.405,1,0.0355,0.455,0.0,0.0885,0.808,168.115,audio_features,spotify:track:4etE2X6t7GmyiuYLIdI8H5,https://api.spotify.com/v1/tracks/4etE2X6t7GmyiuYLIdI8H5,https://api.spotify.com/v1/audio-analysis/4etE2X6t7GmyiuYLIdI8H5,230373,4,country
19zb0fxeiJqCLYHj6L8iYG,Suds in the Bucket,7qvsLYsYP0MHD7jkdv6DAG,Sara Evans,1hkmdmciMUjVLInxxEhHCY,Restless,2003,https://api.spotify.com/v1/tracks/19zb0fxeiJqCLYHj6L8iYG,0.511,0.903,10,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,audio_features,spotify:track:19zb0fxeiJqCLYHj6L8iYG,https://api.spotify.com/v1/tracks/19zb0fxeiJqCLYHj6L8iYG,https://api.spotify.com/v1/audio-analysis/19zb0fxeiJqCLYHj6L8iYG,227267,4,country
29V94tQgMoSJjbzuTliPj6,Better Things To Do,0HLOP0AdsaWe5Pt5TNueGC,Terri Clark,2uxYbAeebAr68avY0b9vv0,Terri Clark,1995-01-01,https://api.spotify.com/v1/tracks/29V94tQgMoSJjbzuTliPj6,0.569,0.782,10,-5.868,1,0.0491,0.105,0.0,0.13,0.595,150.631,audio_features,spotify:track:29V94tQgMoSJjbzuTliPj6,https://api.spotify.com/v1/tracks/29V94tQgMoSJjbzuTliPj6,https://api.spotify.com/v1/audio-analysis/29V94tQgMoSJjbzuTliPj6,188133,4,country
3otZLoLcx2d74hx8RaHXh6,Killin' Time,3Ay15wt0QChT4Kapsuw5Jt,Clint Black,0WDLHYfYqgIImdedUu4XXz,Killin' Time,1989-05-04,https://api.spotify.com/v1/tracks/3otZLoLcx2d74hx8RaHXh6,0.711,0.491,7,-10.323,1,0.0295,0.381,9.12e-06,0.249,0.671,121.294,audio_features,spotify:track:3otZLoLcx2d74hx8RaHXh6,https://api.spotify.com/v1/tracks/3otZLoLcx2d74hx8RaHXh6,https://api.spotify.com/v1/audio-analysis/3otZLoLcx2d74hx8RaHXh6,167933,4,country
1KhrAWvLIjRlQIJtSTgvsi,Would You Go With Me,7vCtweS8UVAXTyau2j0rDT,Josh Turner,5NATaOfEAcyQFATqWZRKLO,Your Man,2006,https://api.spotify.com/v1/tracks/1KhrAWvLIjRlQIJtSTgvsi,0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,audio_features,spotify:track:1KhrAWvLIjRlQIJtSTgvsi,https://api.spotify.com/v1/tracks/1KhrAWvLIjRlQIJtSTgvsi,https://api.spotify.com/v1/audio-analysis/1KhrAWvLIjRlQIJtSTgvsi,228187,4,country
26bL4gSULWDgdIMX0pRFrG,Redneck Woman,0IdYRFTswLdsGwSnzOaGNF,Gretchen Wilson,5OYkhSnpSoztkCKind5tap,Here For The Party,2004-05-11,https://api.spotify.com/v1/tracks/26bL4gSULWDgdIMX0pRFrG,0.499,0.825,6,-5.146,1,0.177,0.13,0.0,0.306,0.753,185.069,audio_features,spotify:track:26bL4gSULWDgdIMX0pRFrG,https://api.spotify.com/v1/tracks/26bL4gSULWDgdIMX0pRFrG,https://api.spotify.com/v1/audio-analysis/26bL4gSULWDgdIMX0pRFrG,221333,4,country
4aGG4VOWGv9RwlYQNsBrkE,Caught Up In The Country,2qgvmDsc4jrqbAbjq1HGM2,Rodney Atkins,00nsOLoJt01bwmsJzBFX11,Caught Up In The Country,2019-05-10,https://api.spotify.com/v1/tracks/4aGG4VOWGv9RwlYQNsBrkE,0.603,0.807,7,-6.999,1,0.045,0.0123,0.0,0.539,0.685,124.099,audio_features,spotify:track:4aGG4VOWGv9RwlYQNsBrkE,https://api.spotify.com/v1/tracks/4aGG4VOWGv9RwlYQNsBrkE,https://api.spotify.com/v1/audio-analysis/4aGG4VOWGv9RwlYQNsBrkE,160991,4,country
6IC6VhpV7D8T1t037Atqpu,Tequila Makes Her Clothes Fall Off,4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,0fuGd7HQHt8xUoJKEuWAFl,III,2005-01-01,https://api.spotify.com/v1/tracks/6IC6VhpV7D8T1t037Atqpu,0.664,0.706,2,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968,audio_features,spotify:track:6IC6VhpV7D8T1t037Atqpu,https://api.spotify.com/v1/tracks/6IC6VhpV7D8T1t037Atqpu,https://api.spotify.com/v1/audio-analysis/6IC6VhpV7D8T1t037Atqpu,187053,4,country
0FtV0YbnnjD7PXpLHFHPhn,Fancy,02rd0anEWfMtF7iMku9uor,Reba McEntire,5XrjQp24z8Pr5dsB1SnsIQ,Rumor Has It,1990-01-01,https://api.spotify.com/v1/tracks/0FtV0YbnnjD7PXpLHFHPhn,0.674,0.517,11,-11.225,1,0.0726,0.226,0.0,0.0697,0.482,94.98,audio_features,spotify:track:0FtV0YbnnjD7PXpLHFHPhn,https://api.spotify.com/v1/tracks/0FtV0YbnnjD7PXpLHFHPhn,https://api.spotify.com/v1/audio-analysis/0FtV0YbnnjD7PXpLHFHPhn,299733,4,country
1nVoLxz8C0uGgMKfywy0vf,Independence Day,3P33qFNGBVXl86yQYWspFj,Martina McBride,4E9bN3hTA7ZN4ECVfevF7d,The Way That I Am,1993-09-12,https://api.spotify.com/v1/tracks/1nVoLxz8C0uGgMKfywy0vf,0.712,0.63,9,-6.202,1,0.0299,0.257,6.65e-05,0.0999,0.768,118.378,audio_features,spotify:track:1nVoLxz8C0uGgMKfywy0vf,https://api.spotify.com/v1/tracks/1nVoLxz8C0uGgMKfywy0vf,https://api.spotify.com/v1/audio-analysis/1nVoLxz8C0uGgMKfywy0vf,204627,4,country
5s7m2xNZWgz5FqVSIvJcGA,Save a Horse (Ride a Cowboy),0oBEeN6BCxEgMogzThqrPf,Big & Rich,0mX8aXMM7nYOGUTGcTEeZH,Horse of a Different Color,2004-04-20,https://api.spotify.com/v1/tracks/5s7m2xNZWgz5FqVSIvJcGA,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,audio_features,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,https://api.spotify.com/v1/tracks/5s7m2xNZWgz5FqVSIvJcGA,https://api.spotify.com/v1/audio-analysis/5s7m2xNZWgz5FqVSIvJcGA,200307,4,country
7A4WmJcWx6KrVRfQ2CP8e7,7500 OBO,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,1txWLNMKiZ5K6ezFMtyjLM,Here On Earth,2020-08-21,https://api.spotify.com/v1/tracks/7A4WmJcWx6KrVRfQ2CP8e7,0.528,0.718,7,-6.954,1,0.0337,0.1,0.0,0.304,0.51,155.759,audio_features,spotify:track:7A4WmJcWx6KrVRfQ2CP8e7,https://api.spotify.com/v1/tracks/7A4WmJcWx6KrVRfQ2CP8e7,https://api.spotify.com/v1/audio-analysis/7A4WmJcWx6KrVRfQ2CP8e7,221400,4,country
2uX5f3x2cObov0iDAPln4o,Song of the South,6rJqqRce0Kvo2dJUXoHleC,Alabama,1jafIRrPVaBkcwl3TC0C8T,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,https://api.spotify.com/v1/tracks/2uX5f3x2cObov0iDAPln4o,0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158,audio_features,spotify:track:2uX5f3x2cObov0iDAPln4o,https://api.spotify.com/v1/tracks/2uX5f3x2cObov0iDAPln4o,https://api.spotify.com/v1/audio-analysis/2uX5f3x2cObov0iDAPln4o,190800,4,country
7GQjJEwqlp6m5HNWVQd6OR,Good Directions,1By9QBFnjZAoI83BZppHlt,Billy Currington,01XmoBPJ8VwC6IyOEvGhy5,Doin' Somethin' Right,2005-01-01,https://api.spotify.com/v1/tracks/7GQjJEwqlp6m5HNWVQd6OR,0.716,0.72,5,-2.183,1,0.0319,0.307,0.0,0.135,0.464,122.512,audio_features,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,https://api.spotify.com/v1/tracks/7GQjJEwqlp6m5HNWVQd6OR,https://api.spotify.com/v1/audio-analysis/7GQjJEwqlp6m5HNWVQd6OR,215853,4,country
37JPdGgYcQAJSElj5boJx8,Some Girls Do,50hFWG3MaUUX5phNrrVc97,Sawyer Brown,6iBw4TwVcQpxB72fAAWuoA,The Dirt Road,1992-01-06,https://api.spotify.com/v1/tracks/37JPdGgYcQAJSElj5boJx8,0.64,0.852,2,-6.406,1,0.028,0.0907,0.0,0.151,0.903,139.949,audio_features,spotify:track:37JPdGgYcQAJSElj5boJx8,https://api.spotify.com/v1/tracks/37JPdGgYcQAJSElj5boJx8,https://api.spotify.com/v1/audio-analysis/37JPdGgYcQAJSElj5boJx8,194320,4,country
5EYWGM3Ns3iYew8ws0FatB,This Kiss,25NQNriVT2YbSW80ILRWJa,Faith Hill,2lKDDrmx5aqyBRkho5ljn5,Faith,1998-04-10,https://api.spotify.com/v1/tracks/5EYWGM3Ns3iYew8ws0FatB,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,audio_features,spotify:track:5EYWGM3Ns3iYew8ws0FatB,https://api.spotify.com/v1/tracks/5EYWGM3Ns3iYew8ws0FatB,https://api.spotify.com/v1/audio-analysis/5EYWGM3Ns3iYew8ws0FatB,194307,4,country
0e05wFNr6zg1ULcp4NKs1p,Two Dozen Roses,36eTeLNx8ErucrEyRm6JOo,Shenandoah,53ggnni69yCjLQIboZCc3e,Now And Then,1996-01-01,https://api.spotify.com/v1/tracks/0e05wFNr6zg1ULcp4NKs1p,0.687,0.648,4,-9.137,1,0.027,0.314,1.37e-06,0.289,0.6,121.341,audio_features,spotify:track:0e05wFNr6zg1ULcp4NKs1p,https://api.spotify.com/v1/tracks/0e05wFNr6zg1ULcp4NKs1p,https://api.spotify.com/v1/audio-analysis/0e05wFNr6zg1ULcp4NKs1p,204333,4,country
0nprj2O0teCglthuhzTG5o,Chicks Dig It - Single Edit,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,3qFNiOv7yX8pueke4P6Z8c,Chris Cagle,2003-01-01,https://api.spotify.com/v1/tracks/0nprj2O0teCglthuhzTG5o,0.596,0.921,7,-4.987,1,0.0504,0.0221,0.0,0.303,0.703,104.024,audio_features,spotify:track:0nprj2O0teCglthuhzTG5o,https://api.spotify.com/v1/tracks/0nprj2O0teCglthuhzTG5o,https://api.spotify.com/v1/audio-analysis/0nprj2O0teCglthuhzTG5o,210560,4,country
0ElpjZyX8YBiXuYcDC1Ci9,19 Somethin' - Greatest Hits Version,0dlwjJe4kg9TgOMN184bJF,Mark Wills,5HvSGPXR4k3PHspJrJTIqw,Greatest Hits,2002-01-01,https://api.spotify.com/v1/tracks/0ElpjZyX8YBiXuYcDC1Ci9,0.58,0.816,4,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938,audio_features,spotify:track:0ElpjZyX8YBiXuYcDC1Ci9,https://api.spotify.com/v1/tracks/0ElpjZyX8YBiXuYcDC1Ci9,https://api.spotify.com/v1/audio-analysis/0ElpjZyX8YBiXuYcDC1Ci9,200467,4,country
65B1tEOv5W294uCKbmEcFV,I Hope You Dance,738OS3zrCO782uDiUN9pet,Lee Ann Womack,5NwzdF5qHEtXT6SepzhWJv,I Hope You Dance,2000-01-01,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,audio_features,spotify:track:65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/audio-analysis/65B1tEOv5W294uCKbmEcFV,294533,4,country
6iblnklMzUKIXAtjk5lzIy,Whiskey Lullaby (feat. Alison Krauss),13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,7jdM09zOoPpNn59UzAeryS,Mud On The Tires,2003-01-01,https://api.spotify.com/v1/tracks/6iblnklMzUKIXAtjk5lzIy,0.52,0.333,2,-11.508,1,0.0302,0.816,0.0,0.188,0.198,74.165,audio_features,spotify:track:6iblnklMzUKIXAtjk5lzIy,https://api.spotify.com/v1/tracks/6iblnklMzUKIXAtjk5lzIy,https://api.spotify.com/v1/audio-analysis/6iblnklMzUKIXAtjk5lzIy,259893,4,country
6s3dgEQgen7G85NtYUTEbD,Every Storm (Runs Out Of Rain),37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,6PcLI5dTPttZi5OrhqcBSA,Set You Free,2013,https://api.spotify.com/v1/tracks/6s3dgEQgen7G85NtYUTEbD,0.525,0.693,0,-6.972,1,0.0327,0.046,9.55e-06,0.247,0.363,107.012,audio_features,spotify:track:6s3dgEQgen7G85NtYUTEbD,https://api.spotify.com/v1/tracks/6s3dgEQgen7G85NtYUTEbD,https://api.spotify.com/v1/audio-analysis/6s3dgEQgen7G85NtYUTEbD,225640,4,country
4LlNoNZflek4hZyZigCxpW,Just Another Day In Paradise,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,5F5mOJ0WkMwpqVkK1AwMHC,Phil Vassar,2000-02-21,https://api.spotify.com/v1/tracks/4LlNoNZflek4hZyZigCxpW,0.596,0.706,2,-5.562,1,0.0261,0.359,0.0,0.36,0.705,146.095,audio_features,spotify:track:4LlNoNZflek4hZyZigCxpW,https://api.spotify.com/v1/tracks/4LlNoNZflek4hZyZigCxpW,https://api.spotify.com/v1/audio-analysis/4LlNoNZflek4hZyZigCxpW,233880,4,country
2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,5XPdkIryKSpTKW21HUtvV0,Me And My Gang,2006-01-01,https://api.spotify.com/v1/tracks/2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,audio_features,spotify:track:2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/tracks/2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/audio-analysis/2Fs18NaCDuluPG1DHGw1XG,276320,4,country
4D8uIY6Wzj7dJDaw0dW0UF,Something to Be Proud Of,3bGXaFVQLASmDMdjjeJr8a,Montgomery Gentry,6yITsogKnqqWkEKqODSrDG,You Do Your Thing,2004-05-18,https://api.spotify.com/v1/tracks/4D8uIY6Wzj7dJDaw0dW0UF,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22e-05,0.175,0.553,97.555,audio_features,spotify:track:4D8uIY6Wzj7dJDaw0dW0UF,https://api.spotify.com/v1/tracks/4D8uIY6Wzj7dJDaw0dW0UF,https://api.spotify.com/v1/audio-analysis/4D8uIY6Wzj7dJDaw0dW0UF,256600,4,country
11qh54D0PKkBwelpDxxiEU,Girl Crush,3CygdxquGHurS7f9LjNLkv,Little Big Town,49lwR8y1i51wrQRnhw5C3H,Pain Killer,2014-10-21,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,193320,3,country
7C04W8ooqQD3vWKUSzeYnz,Go Rest High On That Mountain,3IhWQSrLj8EJjdvjFTpCyo,Vince Gill,33XyyiV7lMXdFbsorjt1sB,When Love Finds You,1994-01-01,https://api.spotify.com/v1/tracks/7C04W8ooqQD3vWKUSzeYnz,0.325,0.143,2,-12.218,1,0.033,0.469,0.000221,0.101,0.179,110.823,audio_features,spotify:track:7C04W8ooqQD3vWKUSzeYnz,https://api.spotify.com/v1/tracks/7C04W8ooqQD3vWKUSzeYnz,https://api.spotify.com/v1/audio-analysis/7C04W8ooqQD3vWKUSzeYnz,315973,4,country
6iy4PoAuZBMvtrlDX4VxC7,Check Yes Or No,5vngPClqofybhPERIqQMYd,George Strait,2j7URVIN8GPGqzb8xi2hYW,Strait Out Of The Box,1995-09-12,https://api.spotify.com/v1/tracks/6iy4PoAuZBMvtrlDX4VxC7,0.708,0.524,5,-12.644,1,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,audio_features,spotify:track:6iy4PoAuZBMvtrlDX4VxC7,https://api.spotify.com/v1/tracks/6iy4PoAuZBMvtrlDX4VxC7,https://api.spotify.com/v1/audio-analysis/6iy4PoAuZBMvtrlDX4VxC7,200667,4,country
7s2NbKcFIJuEQumhvtHTAD,You've Got to Stand for Something,4XwKU420OWVk38vz1KvH3M,Aaron Tippin,0NTPV5YssGexGoz1OzaVRt,You've Got to Stand for Something,1991-01-29,https://api.spotify.com/v1/tracks/7s2NbKcFIJuEQumhvtHTAD,0.533,0.585,4,-9.789,1,0.0337,0.199,0.0,0.11,0.472,83.403,audio_features,spotify:track:7s2NbKcFIJuEQumhvtHTAD,https://api.spotify.com/v1/tracks/7s2NbKcFIJuEQumhvtHTAD,https://api.spotify.com/v1/audio-analysis/7s2NbKcFIJuEQumhvtHTAD,182280,4,country
5SpoN8sCoc05RfVde4raGN,Straight Tequila Night,3U7k7hBsHF9dy4ELW53Wrv,John Anderson,23LbFVb9MdJCILkhR5yQ6a,Seminole Wind,1992-02-07,https://api.spotify.com/v1/tracks/5SpoN8sCoc05RfVde4raGN,0.64,0.639,9,-10.11,1,0.0331,0.134,0.0,0.178,0.593,109.263,audio_features,spotify:track:5SpoN8sCoc05RfVde4raGN,https://api.spotify.com/v1/tracks/5SpoN8sCoc05RfVde4raGN,https://api.spotify.com/v1/audio-analysis/5SpoN8sCoc05RfVde4raGN,173867,4,country
