id,track,artist_id,artist,album_id,album,release_date,link,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,genre
6ZOPiKQeibCn7fP8dncucL,Blue Ain't Your Color,0u2FHSq3ln94y5Q57xazwf,Keith Urban,1r7ABqzNXQnUPAH3ZjrHMn,Ripcord (Australian Tour Edition),2015-05-06,https://api.spotify.com/v1/tracks/6ZOPiKQeibCn7fP8dncucL,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,audio_features,spotify:track:6ZOPiKQeibCn7fP8dncucL,https://api.spotify.com/v1/tracks/6ZOPiKQeibCn7fP8dncucL,https://api.spotify.com/v1/audio-analysis/6ZOPiKQeibCn7fP8dncucL,230600,3,country
1UWAhFXMAebtKo904MuEhp,Shake The Sugar Tree,1SX44N5qjWuFcCK8WTO0c6,Pam Tillis,1NNsm5qebMGEW6Fn7DazXS,Homeward Looking Angel,1992-09-29,https://api.spotify.com/v1/tracks/1UWAhFXMAebtKo904MuEhp,0.656,0.629,4,-7.006,1,0.0282,0.272,3.12e-05,0.0703,0.537,87.173,audio_features,spotify:track:1UWAhFXMAebtKo904MuEhp,https://api.spotify.com/v1/tracks/1UWAhFXMAebtKo904MuEhp,https://api.spotify.com/v1/audio-analysis/1UWAhFXMAebtKo904MuEhp,187733,4,country
0jn2XqaHliEpWd04ZykIHy,Stay,0hYxQe3AK5jBPCr5MumLHD,Sugarland,6CtZVmlfVS5SSUBHnjgFKG,Enjoy The Ride,2006-01-01,https://api.spotify.com/v1/tracks/0jn2XqaHliEpWd04ZykIHy,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632,audio_features,spotify:track:0jn2XqaHliEpWd04ZykIHy,https://api.spotify.com/v1/tracks/0jn2XqaHliEpWd04ZykIHy,https://api.spotify.com/v1/audio-analysis/0jn2XqaHliEpWd04ZykIHy,284427,4,country
074RB4dBpZ4ySuQRyG8SMk,What Part of No,0khzcQ6PQU5a6dl1Qss3pt,Lorrie Morgan,6o4D7rnYiEamaKelYwsw87,Watch Me,1992-05-24,https://api.spotify.com/v1/tracks/074RB4dBpZ4ySuQRyG8SMk,0.72,0.531,3,-9.675,1,0.027,0.434,1.39e-05,0.341,0.831,129.979,audio_features,spotify:track:074RB4dBpZ4ySuQRyG8SMk,https://api.spotify.com/v1/tracks/074RB4dBpZ4ySuQRyG8SMk,https://api.spotify.com/v1/audio-analysis/074RB4dBpZ4ySuQRyG8SMk,164293,4,country
0kPeZAyIhIfeZNrtfjJGDB,Bluebird,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,5Or2XM0Gjy6Y8qlaERqsSn,Wildcard,2019-11-01,https://api.spotify.com/v1/tracks/0kPeZAyIhIfeZNrtfjJGDB,0.661,0.633,7,-5.986,1,0.0348,0.038,2.75e-06,0.124,0.613,81.984,audio_features,spotify:track:0kPeZAyIhIfeZNrtfjJGDB,https://api.spotify.com/v1/tracks/0kPeZAyIhIfeZNrtfjJGDB,https://api.spotify.com/v1/audio-analysis/0kPeZAyIhIfeZNrtfjJGDB,209760,4,country
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,4SOpJPkpAO8FT9n4sbmnoT,Honkytonk University,2005-01-01,https://api.spotify.com/v1/tracks/7G6l2FtQyRhQgYgut2I6i8,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,audio_features,spotify:track:7G6l2FtQyRhQgYgut2I6i8,https://api.spotify.com/v1/tracks/7G6l2FtQyRhQgYgut2I6i8,https://api.spotify.com/v1/audio-analysis/7G6l2FtQyRhQgYgut2I6i8,227840,4,country
4fOFOwrAHA9PdhOL7lciok,We Danced Anyway,0aqrM7Fo3Ml66Kc5JAzmjt,Deana Carter,3rVrwVrTgiFmCBZCmYBryn,Did I Shave My Legs For This?,1996-01-01,https://api.spotify.com/v1/tracks/4fOFOwrAHA9PdhOL7lciok,0.629,0.721,6,-3.722,1,0.0277,0.502,0.0,0.307,0.651,94.054,audio_features,spotify:track:4fOFOwrAHA9PdhOL7lciok,https://api.spotify.com/v1/tracks/4fOFOwrAHA9PdhOL7lciok,https://api.spotify.com/v1/audio-analysis/4fOFOwrAHA9PdhOL7lciok,202533,4,country
7k9F26WpokhmRjzwxlCsCP,Two Sparrows In A Hurricane,7dmeVSH4lJqxXU7C87dKIB,Tanya Tucker,6AFaPe8uSnqCqP6kbq0CuS,Can't Run From Yourself,1992-01-01,https://api.spotify.com/v1/tracks/7k9F26WpokhmRjzwxlCsCP,0.471,0.246,10,-13.678,1,0.0311,0.568,4.7e-06,0.109,0.226,97.101,audio_features,spotify:track:7k9F26WpokhmRjzwxlCsCP,https://api.spotify.com/v1/tracks/7k9F26WpokhmRjzwxlCsCP,https://api.spotify.com/v1/audio-analysis/7k9F26WpokhmRjzwxlCsCP,250533,4,country
6n6OQfBpCgzF9oEg8zhBN7,Get Along,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,77spqXa3VNN0mw13PgWWyY,Songs for the Saints,2018-07-27,https://api.spotify.com/v1/tracks/6n6OQfBpCgzF9oEg8zhBN7,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,audio_features,spotify:track:6n6OQfBpCgzF9oEg8zhBN7,https://api.spotify.com/v1/tracks/6n6OQfBpCgzF9oEg8zhBN7,https://api.spotify.com/v1/audio-analysis/6n6OQfBpCgzF9oEg8zhBN7,199625,4,country
07KYRDFf8Q6sqj4PWCP9vh,It's Five O'Clock Somewhere,4mxWe1mtYIYfP040G38yvS,Alan Jackson,2QyJV0fOANPc6gRUFPeVe0,Playlist: The Very Best Of Alan Jackson,1991,https://api.spotify.com/v1/tracks/07KYRDFf8Q6sqj4PWCP9vh,0.713,0.768,2,-6.702,1,0.0363,0.22,0.0,0.177,0.878,125.203,audio_features,spotify:track:07KYRDFf8Q6sqj4PWCP9vh,https://api.spotify.com/v1/tracks/07KYRDFf8Q6sqj4PWCP9vh,https://api.spotify.com/v1/audio-analysis/07KYRDFf8Q6sqj4PWCP9vh,230267,4,country
5XAlARWvlqd79Wp835MFlS,Come Back As A Country Boy,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,6ObNVnYp53VJNtIcdo03WJ,Body Language (Deluxe),2021-12-03,https://api.spotify.com/v1/tracks/5XAlARWvlqd79Wp835MFlS,0.494,0.796,7,-3.965,0,0.0324,0.0197,0.000178,0.309,0.447,76.069,audio_features,spotify:track:5XAlARWvlqd79Wp835MFlS,https://api.spotify.com/v1/tracks/5XAlARWvlqd79Wp835MFlS,https://api.spotify.com/v1/audio-analysis/5XAlARWvlqd79Wp835MFlS,221733,4,country
04F6rARD2mv4JiT8WglIDz,What Might Have Been,5CCf77sKGlTdfIiIDaVScj,Little Texas,0u3xewZgtE9hyIRaLqC7Z1,Big Time,1993,https://api.spotify.com/v1/tracks/04F6rARD2mv4JiT8WglIDz,0.621,0.201,7,-15.112,1,0.0296,0.623,0.0,0.131,0.146,130.627,audio_features,spotify:track:04F6rARD2mv4JiT8WglIDz,https://api.spotify.com/v1/tracks/04F6rARD2mv4JiT8WglIDz,https://api.spotify.com/v1/audio-analysis/04F6rARD2mv4JiT8WglIDz,238800,4,country
2NEBP8SXEqwZt2PRdPXXuy,Everything's Gonna Be Alright,78OAtwN3XpjMcjibnF2Kw5,David Lee Murphy,5XI9vNFt9hCV5pWSTvkmQv,No Zip Code,2018-04-06,https://api.spotify.com/v1/tracks/2NEBP8SXEqwZt2PRdPXXuy,0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,audio_features,spotify:track:2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/tracks/2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/audio-analysis/2NEBP8SXEqwZt2PRdPXXuy,229573,4,country
1soxUgYIZb1qx1c7o1Lc7z,Drunk On A Plane,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,5FoxaIGIRuXsbhZhwdfknU,RISER,2014-01-01,https://api.spotify.com/v1/tracks/1soxUgYIZb1qx1c7o1Lc7z,0.423,0.73,9,-5.566,1,0.032,0.00495,1.13e-05,0.238,0.66,205.972,audio_features,spotify:track:1soxUgYIZb1qx1c7o1Lc7z,https://api.spotify.com/v1/tracks/1soxUgYIZb1qx1c7o1Lc7z,https://api.spotify.com/v1/audio-analysis/1soxUgYIZb1qx1c7o1Lc7z,254467,4,country
0qnoS5hMZMphvKWi0D2LQh,I Miss My Friend,4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,3WQ9DkrqKzRvcXWNI42hD8,I Miss My Friend,2002-01-01,https://api.spotify.com/v1/tracks/0qnoS5hMZMphvKWi0D2LQh,0.554,0.474,4,-7.843,1,0.025,0.155,1.67e-05,0.0859,0.41,139.832,audio_features,spotify:track:0qnoS5hMZMphvKWi0D2LQh,https://api.spotify.com/v1/tracks/0qnoS5hMZMphvKWi0D2LQh,https://api.spotify.com/v1/audio-analysis/0qnoS5hMZMphvKWi0D2LQh,242927,4,country
121ILFThNZH9Egncny7upu,I Try to Think About Elvis,6SFUC6ORDCIBqPssCBpeHT,Patty Loveless,3gl2RguatWgKSoCuN1tSw9,When Fallen Angels Fly,1994-08-23,https://api.spotify.com/v1/tracks/121ILFThNZH9Egncny7upu,0.62,0.697,11,-7.278,1,0.0498,0.0315,0.0,0.164,0.711,160.957,audio_features,spotify:track:121ILFThNZH9Egncny7upu,https://api.spotify.com/v1/tracks/121ILFThNZH9Egncny7upu,https://api.spotify.com/v1/audio-analysis/121ILFThNZH9Egncny7upu,169933,4,country
6enPOmd3vSFpI4jjms8kXN,Runnin' Outta Moonlight,56x8mYvS3cyDGAi8N2FxbB,Randy Houser,4BVzcXLDJ8pRtJttQiU3G6,How Country Feels,2013-01-22,https://api.spotify.com/v1/tracks/6enPOmd3vSFpI4jjms8kXN,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,audio_features,spotify:track:6enPOmd3vSFpI4jjms8kXN,https://api.spotify.com/v1/tracks/6enPOmd3vSFpI4jjms8kXN,https://api.spotify.com/v1/audio-analysis/6enPOmd3vSFpI4jjms8kXN,193773,4,country
3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,4GeJssW5iLOSLOIXhLfOUJ,Barefoot Blue Jean Night,2011-08-26,https://api.spotify.com/v1/tracks/3ts6xK5GzfMAAriT9AIBmP,0.599,0.807,4,-4.679,1,0.0402,0.202,0.0,0.196,0.812,172.017,audio_features,spotify:track:3ts6xK5GzfMAAriT9AIBmP,https://api.spotify.com/v1/tracks/3ts6xK5GzfMAAriT9AIBmP,https://api.spotify.com/v1/audio-analysis/3ts6xK5GzfMAAriT9AIBmP,167427,4,country
3PJq5Cu74e3bIes9sY7jM1,Alyssa Lies,6vgqbvuLEUcrg7SB1kRTYE,Jason Michael Carroll,30g7ojYHNfNNJVmViRxd5O,Waitin' In The Country,2007-02-06,https://api.spotify.com/v1/tracks/3PJq5Cu74e3bIes9sY7jM1,0.496,0.602,7,-5.29,1,0.0265,0.334,0.00356,0.147,0.398,75.519,audio_features,spotify:track:3PJq5Cu74e3bIes9sY7jM1,https://api.spotify.com/v1/tracks/3PJq5Cu74e3bIes9sY7jM1,https://api.spotify.com/v1/audio-analysis/3PJq5Cu74e3bIes9sY7jM1,259573,4,country
5JlH51YDYsGj2dyEJKKjcN,Alright,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,4HJ13QK0o292BbCtqww9BK,Learn To Live,2008-01-01,https://api.spotify.com/v1/tracks/5JlH51YDYsGj2dyEJKKjcN,0.601,0.806,7,-4.579,1,0.0345,0.0527,0.0,0.185,0.711,89.87,audio_features,spotify:track:5JlH51YDYsGj2dyEJKKjcN,https://api.spotify.com/v1/tracks/5JlH51YDYsGj2dyEJKKjcN,https://api.spotify.com/v1/audio-analysis/5JlH51YDYsGj2dyEJKKjcN,231920,4,country
0AOMCsfuOaL4omgEOoM3DE,I'm Not Strong Enough to Say No,4mOt6H7OnuqLnQrm1Bboc6,BlackHawk,5Xr4KikBCS9qJfuNIvPZmu,Strong Enough (Expanded Edition),2016-07-08,https://api.spotify.com/v1/tracks/0AOMCsfuOaL4omgEOoM3DE,0.75,0.513,1,-8.811,1,0.0284,0.245,1.23e-06,0.0535,0.497,110.53,audio_features,spotify:track:0AOMCsfuOaL4omgEOoM3DE,https://api.spotify.com/v1/tracks/0AOMCsfuOaL4omgEOoM3DE,https://api.spotify.com/v1/audio-analysis/0AOMCsfuOaL4omgEOoM3DE,254840,4,country
7J9ARWRkMtXMYeF8RxJEjn,Don't Close Your Eyes,0bc7dhY6YXL35m1G0jVwuW,Keith Whitley,3hDqwanFIlVP5dRMWj8dhZ,Don't Close Your Eyes,1988-05-30,https://api.spotify.com/v1/tracks/7J9ARWRkMtXMYeF8RxJEjn,0.605,0.228,7,-16.116,1,0.0267,0.703,0.00198,0.0936,0.285,78.31,audio_features,spotify:track:7J9ARWRkMtXMYeF8RxJEjn,https://api.spotify.com/v1/tracks/7J9ARWRkMtXMYeF8RxJEjn,https://api.spotify.com/v1/audio-analysis/7J9ARWRkMtXMYeF8RxJEjn,252627,4,country
6MAFveif1NyVgcTZ4T8CXQ,I Let Her Lie,1mQ9wgWshECdFsDbT7ATzT,Daryle Singletary,6d8s6lmfqYvcrp4GC5n6E0,Daryle Singletary,1995-05-20,https://api.spotify.com/v1/tracks/6MAFveif1NyVgcTZ4T8CXQ,0.663,0.48,4,-9.267,1,0.0245,0.118,0.000387,0.165,0.218,95.912,audio_features,spotify:track:6MAFveif1NyVgcTZ4T8CXQ,https://api.spotify.com/v1/tracks/6MAFveif1NyVgcTZ4T8CXQ,https://api.spotify.com/v1/audio-analysis/6MAFveif1NyVgcTZ4T8CXQ,178190,4,country
5O0GOy0L0zfDTPv9eIApkg,In a Different Light,4epBFW4UHEmgjIK5xOrBhk,Doug Stone,5V2NFd4yanQJkwbdBOVMok,Super Hits,1990,https://api.spotify.com/v1/tracks/5O0GOy0L0zfDTPv9eIApkg,0.462,0.485,5,-7.533,1,0.0247,0.146,2.24e-06,0.0604,0.506,168.374,audio_features,spotify:track:5O0GOy0L0zfDTPv9eIApkg,https://api.spotify.com/v1/tracks/5O0GOy0L0zfDTPv9eIApkg,https://api.spotify.com/v1/audio-analysis/5O0GOy0L0zfDTPv9eIApkg,205733,4,country
0qkdE1C0ufnUISKwhg8Wh6,What If I Never Get Over You,32WkQRZEVKSzVAAYqukAEA,Lady A,2Ni5tXmyXPTG4jeQxvSqjv,Ocean,2019-11-15,https://api.spotify.com/v1/tracks/0qkdE1C0ufnUISKwhg8Wh6,0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,audio_features,spotify:track:0qkdE1C0ufnUISKwhg8Wh6,https://api.spotify.com/v1/tracks/0qkdE1C0ufnUISKwhg8Wh6,https://api.spotify.com/v1/audio-analysis/0qkdE1C0ufnUISKwhg8Wh6,206598,4,country
5FPtuiOupQoAprcMk74ZwP,Daddy Never Was the Cadillac Kind,1YPIe9qIMa99O0a0OW47Be,Confederate Railroad,6vXTjAM0vg2zxU7bFSMxIs,Notorious,1994,https://api.spotify.com/v1/tracks/5FPtuiOupQoAprcMk74ZwP,0.586,0.517,4,-12.88,1,0.0268,0.225,1.91e-06,0.272,0.637,77.189,audio_features,spotify:track:5FPtuiOupQoAprcMk74ZwP,https://api.spotify.com/v1/tracks/5FPtuiOupQoAprcMk74ZwP,https://api.spotify.com/v1/audio-analysis/5FPtuiOupQoAprcMk74ZwP,223667,3,country
1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,2IvkS5MXK0vPGnwyJsrEyV,Eric Church,5dtw6CoMhbrSj01YUvdQOF,Chief,2011-01-01,https://api.spotify.com/v1/tracks/1cktZnxiONH0hR6Q3DKy8h,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,audio_features,spotify:track:1cktZnxiONH0hR6Q3DKy8h,https://api.spotify.com/v1/tracks/1cktZnxiONH0hR6Q3DKy8h,https://api.spotify.com/v1/audio-analysis/1cktZnxiONH0hR6Q3DKy8h,191307,4,country
56BG1hMSEkIN7IA2E4xNuN,Baby's Got Her Blue Jeans On,1fMdO9vLUd6wW4jbMeNiup,Mel McDaniel,1RV4I709P5rn8oIDMJfiQo,Let It Roll,1985-02-22,https://api.spotify.com/v1/tracks/56BG1hMSEkIN7IA2E4xNuN,0.871,0.714,10,-6.413,1,0.0307,0.237,1.94e-06,0.072,0.962,106.797,audio_features,spotify:track:56BG1hMSEkIN7IA2E4xNuN,https://api.spotify.com/v1/tracks/56BG1hMSEkIN7IA2E4xNuN,https://api.spotify.com/v1/audio-analysis/56BG1hMSEkIN7IA2E4xNuN,179653,4,country
2bVFvGBU2ihWJgMRPcav5r,Fall Into Me,1efrXlPhLKv7PvgUxVcqIS,Emerson Drive,2v7AlyRimXxn3O9I5ZouBI,Emerson Drive,2002-01-01,https://api.spotify.com/v1/tracks/2bVFvGBU2ihWJgMRPcav5r,0.501,0.813,2,-5.01,1,0.0342,0.238,0.0,0.39,0.595,96.986,audio_features,spotify:track:2bVFvGBU2ihWJgMRPcav5r,https://api.spotify.com/v1/tracks/2bVFvGBU2ihWJgMRPcav5r,https://api.spotify.com/v1/audio-analysis/2bVFvGBU2ihWJgMRPcav5r,168867,4,country
2NYOqKy4VX6dqVtzrv1Cx9,At the End of a Bar,4BYxqVkZyFjtik7crYLg5Q,Chris Young,4WyhB7bn1Dy3w7GBWUAO1a,Famous Friends,2021-08-06,https://api.spotify.com/v1/tracks/2NYOqKy4VX6dqVtzrv1Cx9,0.494,0.782,3,-4.228,1,0.0409,0.0443,0.0,0.0921,0.44,75.932,audio_features,spotify:track:2NYOqKy4VX6dqVtzrv1Cx9,https://api.spotify.com/v1/tracks/2NYOqKy4VX6dqVtzrv1Cx9,https://api.spotify.com/v1/audio-analysis/2NYOqKy4VX6dqVtzrv1Cx9,186373,4,country
3AsNVBJ7LHsltdu9490ZiS,A Girl Like You,070kGpqtESdDsLb3gdMIyx,Easton Corbin,48SPP51vLUiTTlou3bZZr9,A Girl Like You,2017-01-27,https://api.spotify.com/v1/tracks/3AsNVBJ7LHsltdu9490ZiS,0.735,0.768,5,-4.481,1,0.0353,0.0197,0.0,0.0643,0.83,104.991,audio_features,spotify:track:3AsNVBJ7LHsltdu9490ZiS,https://api.spotify.com/v1/tracks/3AsNVBJ7LHsltdu9490ZiS,https://api.spotify.com/v1/audio-analysis/3AsNVBJ7LHsltdu9490ZiS,217840,4,country
2TScNFVGQ6PQS9cGLMyULI,From A Jack To A King,4uaaRGr9KMfYPDaUnBIngc,Ricky Van Shelton,3W8gXYnEMUfIbv53cfVh7l,Super Hits,1987,https://api.spotify.com/v1/tracks/2TScNFVGQ6PQS9cGLMyULI,0.397,0.419,2,-9.574,1,0.0319,0.373,0.0,0.288,0.705,200.677,audio_features,spotify:track:2TScNFVGQ6PQS9cGLMyULI,https://api.spotify.com/v1/tracks/2TScNFVGQ6PQS9cGLMyULI,https://api.spotify.com/v1/audio-analysis/2TScNFVGQ6PQS9cGLMyULI,141307,4,country
4yzsRBx1S15iFaexzWKljO,Some Fools Never Learn,45S8rtgQSxj1a0tzCNhSeD,Steve Wariner,7pj7YzJM6zKow4SCtgyVYT,One Good Night Deserves Another,1985-01-01,https://api.spotify.com/v1/tracks/4yzsRBx1S15iFaexzWKljO,0.561,0.229,6,-17.497,1,0.0308,0.39,7.69e-06,0.0976,0.376,97.888,audio_features,spotify:track:4yzsRBx1S15iFaexzWKljO,https://api.spotify.com/v1/tracks/4yzsRBx1S15iFaexzWKljO,https://api.spotify.com/v1/audio-analysis/4yzsRBx1S15iFaexzWKljO,245160,4,country
2Ut5iHpzUHd0V37bpJqUlU,Cadillac Ranch,4K3DSWzghkGUcQOEZG9gpo,Chris LeDoux,6He4j8heX7l96p8y2FMjbz,Whatcha Gonna Do With A Cowboy,1992-01-01,https://api.spotify.com/v1/tracks/2Ut5iHpzUHd0V37bpJqUlU,0.597,0.737,11,-9.332,0,0.0706,0.0253,0.0,0.106,0.8,158.586,audio_features,spotify:track:2Ut5iHpzUHd0V37bpJqUlU,https://api.spotify.com/v1/tracks/2Ut5iHpzUHd0V37bpJqUlU,https://api.spotify.com/v1/audio-analysis/2Ut5iHpzUHd0V37bpJqUlU,173093,4,country
0qXUwQbZHFnhAGCgqwz2lR,Meet Me In Montana,55yEsJBqyn27JPsw5hHzqi,Dan Seals,7fAh0pvsmKl2HbkuUmoiMI,Won't Be Blue Anymore,1985-01-01,https://api.spotify.com/v1/tracks/0qXUwQbZHFnhAGCgqwz2lR,0.661,0.389,10,-12.292,1,0.0301,0.393,1.04e-06,0.0902,0.515,124.147,audio_features,spotify:track:0qXUwQbZHFnhAGCgqwz2lR,https://api.spotify.com/v1/tracks/0qXUwQbZHFnhAGCgqwz2lR,https://api.spotify.com/v1/audio-analysis/0qXUwQbZHFnhAGCgqwz2lR,236627,4,country
3Vfj2JGXayXgc0c9J4gJ8m,Tell Me Why,4yiXkMbxDIZ3jgEG89NSC1,Wynonna,0118657h8IVC4b37XaOjBp,Tell Me Why,1993-05-11,https://api.spotify.com/v1/tracks/3Vfj2JGXayXgc0c9J4gJ8m,0.621,0.802,3,-6.717,1,0.0315,0.00746,0.00279,0.0677,0.81,141.612,audio_features,spotify:track:3Vfj2JGXayXgc0c9J4gJ8m,https://api.spotify.com/v1/tracks/3Vfj2JGXayXgc0c9J4gJ8m,https://api.spotify.com/v1/audio-analysis/3Vfj2JGXayXgc0c9J4gJ8m,230640,4,country
3z0a8G407NbxfjTRffvQiP,Better Dig Two,75FnCoo4FBxH5K1Rrx0k5A,The Band Perry,4oXEoK7WVM1lNbmB59IrJ1,Pioneer,2013-01-01,https://api.spotify.com/v1/tracks/3z0a8G407NbxfjTRffvQiP,0.64,0.669,7,-5.17,1,0.0519,0.413,0.0,0.0779,0.646,155.844,audio_features,spotify:track:3z0a8G407NbxfjTRffvQiP,https://api.spotify.com/v1/tracks/3z0a8G407NbxfjTRffvQiP,https://api.spotify.com/v1/audio-analysis/3z0a8G407NbxfjTRffvQiP,194680,4,country
27BMLvWD1TYdosiReVgbAt,Best Days of Your Life,021hNAnkFIbyFyL97br6NB,Kellie Pickler,1PaWZcwVckRVsEGwhGxEEG,Kellie Pickler,2008-09-30,https://api.spotify.com/v1/tracks/27BMLvWD1TYdosiReVgbAt,0.65,0.862,9,-5.148,1,0.0567,0.0231,0.0,0.0728,0.541,127.946,audio_features,spotify:track:27BMLvWD1TYdosiReVgbAt,https://api.spotify.com/v1/tracks/27BMLvWD1TYdosiReVgbAt,https://api.spotify.com/v1/audio-analysis/27BMLvWD1TYdosiReVgbAt,226800,4,country
3M31S6f0z8S3nkFh3eS06W,Drink to That All Night,0RKP52f5PNDCRZ9Luq2Sr7,Jerrod Niemann,0uQnXXbHhO6BQ1vFcwMwT8,High Noon,2014-03-21,https://api.spotify.com/v1/tracks/3M31S6f0z8S3nkFh3eS06W,0.639,0.846,9,-6.184,0,0.0439,0.0325,0.0,0.116,0.475,115.965,audio_features,spotify:track:3M31S6f0z8S3nkFh3eS06W,https://api.spotify.com/v1/tracks/3M31S6f0z8S3nkFh3eS06W,https://api.spotify.com/v1/audio-analysis/3M31S6f0z8S3nkFh3eS06W,224813,4,country
4hauOxjNjprYIgglqiZN3j,I Still Miss You,4AgQTHagFdBq8VL791lSXz,Keith Anderson,0EFB8hAGGPsJ4TNaizBpEH,C'MON!,2008-05-30,https://api.spotify.com/v1/tracks/4hauOxjNjprYIgglqiZN3j,0.506,0.763,3,-5.386,1,0.0297,0.14,0.0,0.0949,0.446,156.025,audio_features,spotify:track:4hauOxjNjprYIgglqiZN3j,https://api.spotify.com/v1/tracks/4hauOxjNjprYIgglqiZN3j,https://api.spotify.com/v1/audio-analysis/4hauOxjNjprYIgglqiZN3j,235907,4,country
3vkieK8FFhFnPtNRGAqVu1,Fish,7tkwiWhGKSuQV8LwPWceWN,Craig Campbell,1TwrHiwVEFcrHpWL7W6lxa,Craig Campbell,2011-04-05,https://api.spotify.com/v1/tracks/3vkieK8FFhFnPtNRGAqVu1,0.628,0.667,6,-6.282,1,0.0385,0.163,0.0,0.127,0.584,160.01,audio_features,spotify:track:3vkieK8FFhFnPtNRGAqVu1,https://api.spotify.com/v1/tracks/3vkieK8FFhFnPtNRGAqVu1,https://api.spotify.com/v1/audio-analysis/3vkieK8FFhFnPtNRGAqVu1,167680,4,country
7sNKhnl4MZnHdMzvmC4jG5,I Wouldn't Have Missed It For The World,6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,4rfNPJR54mFLPz6FzV2TI8,There's No Gettin' Over Me,1981-08-01,https://api.spotify.com/v1/tracks/7sNKhnl4MZnHdMzvmC4jG5,0.663,0.511,7,-10.843,1,0.0259,0.0637,1.09e-06,0.101,0.579,114.003,audio_features,spotify:track:7sNKhnl4MZnHdMzvmC4jG5,https://api.spotify.com/v1/tracks/7sNKhnl4MZnHdMzvmC4jG5,https://api.spotify.com/v1/audio-analysis/7sNKhnl4MZnHdMzvmC4jG5,217827,4,country
4lSfhHd5Knwl8yQw2cVjAD,Why We Drink,30e8DmahrEamvLbFRPdWmk,Justin Moore,6k7PNoooJpFHVVd2ZE9t2K,Late Nights And Longnecks,2019-07-26,https://api.spotify.com/v1/tracks/4lSfhHd5Knwl8yQw2cVjAD,0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.309,0.724,116.99,audio_features,spotify:track:4lSfhHd5Knwl8yQw2cVjAD,https://api.spotify.com/v1/tracks/4lSfhHd5Knwl8yQw2cVjAD,https://api.spotify.com/v1/audio-analysis/4lSfhHd5Knwl8yQw2cVjAD,211430,4,country
4IRyKvEUCQ8JlTsZo0eXCc,I Can't Find The Words To Say Goodbye,3cMyqwpNT2D8f0WuaRzzZX,Billy Dean,0kmKwCumHboh9531fKdEuk,Men'll Be Boys,1994-01-01,https://api.spotify.com/v1/tracks/4IRyKvEUCQ8JlTsZo0eXCc,0.533,0.292,9,-12.889,1,0.027,0.5,7.75e-06,0.157,0.158,160.866,audio_features,spotify:track:4IRyKvEUCQ8JlTsZo0eXCc,https://api.spotify.com/v1/tracks/4IRyKvEUCQ8JlTsZo0eXCc,https://api.spotify.com/v1/audio-analysis/4IRyKvEUCQ8JlTsZo0eXCc,209400,4,country
6qdaMyeAxixEtIiI1Wqr4l,What I'd Say,69baNgo5tsg1RjBgotRbEj,Earl Thomas Conley,5sgaAKTYixY72uzVOKHlJG,The Heart of It All,1988,https://api.spotify.com/v1/tracks/6qdaMyeAxixEtIiI1Wqr4l,0.67,0.265,6,-12.741,1,0.0289,0.717,1.06e-06,0.102,0.255,117.799,audio_features,spotify:track:6qdaMyeAxixEtIiI1Wqr4l,https://api.spotify.com/v1/tracks/6qdaMyeAxixEtIiI1Wqr4l,https://api.spotify.com/v1/audio-analysis/6qdaMyeAxixEtIiI1Wqr4l,232773,4,country
